"track","artist","stream_on_youtube","stream_on_spotify"
"Colorblind","Counting Crows","0","61658408"
"Christmas Time","Bryan Adams","0","95183001"
"You Only Live Once","The Strokes","0","237568883"
"Leben und Tod des Kenneth Glöckler","Bushido","0","24275449"
"Brillante sobre el mic","Fito Paez","0","11605669"
"Ser O Parecer","Anahí","0","47353906"
"Friendships (Lost My Love) - ATB Remix","ATB","0","9100660"
"Ni Una Sola Palabra","Paulina Rubio","0","119045555"
"Memento Mori","Lamb of God","0","30023222"
"On My Mind","Diplo","0","233212157"
"He Wasn't Man Enough","Toni Braxton","0","129975390"
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14a, Pas de deux. Andante maestoso","Sir Simon Rattle","0","14647125"
"Nobody Does It Better","Warren G","0","33117711"
"Laid to Rest","Lamb of God","0","107661259"
"Feel so Good","Mase","0","120443180"
"Maneater","Nelly Furtado","0","400248405"
"Should've Known Better","Richard Marx","0","13283264"
"I'm Your Man","Wham!","0","55345793"
"Yürek","Duman","0","39655136"
"Paul Revere","Beastie Boys","0","45410998"
"You Want It Darker","Leonard Cohen","0","62532499"
"Bitches","Mindless Self Indulgence","0","20058400"
"Me va a extrañar (aka Unchain My Heart)","Ricardo Montaner","0","90738897"
"Stop This Flame - Celeste x MK","MK","0","24310505"
"Live Your Life","T.I.","0","436628778"
"Highway to Hell","AC/DC","0","1143164505"
"HANABI","Mr.Children","0","64223991"
"Villana","Hector & Tito","0","8511068"
"Megan's Piano","Megan Thee Stallion","0","81932476"
"It Don't Matter to Me","Bread","0","13453197"
"Paramparça","Teoman","0","23202328"
"Whiskey Bent And Hell Bound","Hank Williams, Jr.","0","60492446"
"Another Saturday Night","Sam Cooke","0","30649546"
"Si tú no vuelves","Miguel Bosé","0","117940120"
"Bag End","Howard Shore","0","7065608"
"Tú Lo Decidiste","Ana Gabriel","0","51498010"
"Hot Patootie - Bless My Soul","Meat Loaf","0","20266537"
"Al gato y al ratón","Banda Machos","0","20985345"
"A Mí Me Gustas Tú","Duelo","0","21278617"
"Glamorous","Fergie","0","321279785"
"Becoming","Pantera","0","21143251"
"The First Noël","Andy Williams","0","30157139"
"Breathe","The Prodigy","0","129338689"
"Lead Me To The Cross","Hillsong UNITED","0","79326817"
"Resposta","Skank","0","67595787"
"Auto Rojo","Vilma Palma e Vampiros","0","79649697"
"Everybody Loves Somebody","Dean Martin","0","103680932"
"Kapitel 15: Das große Gewitter (Folge 153)","Benjamin Blümchen","0","66447"
"If Not For You - Remastered 2014","George Harrison","0","42767123"
"I'm Gonna Love You Just A Little More Baby","Barry White","0","35486262"
"Ainvayi Ainvayi","Salim–Sulaiman","0","12089286"
"Mi Cucu","La Sonora Dinamita","0","52445487"
"Hallowed Be Thy Name - 2015 Remaster","Iron Maiden","0","133669924"
"Crying Out For Me","Mario","0","21534766"
"Virtual Insanity - Remastered","Jamiroquai","0","228491954"
"Billie Jean","Michael Jackson","0","1302677366"
"Rock-a-Bye Your Bear","The Wiggles","0","38637496"
"You And Me","Lifehouse","0","448883520"
"Frosty the Snowman","Gene Autry","0","3959165"
"My Destiny","Lionel Richie","0","37533577"
"Schism","TOOL","0","102043318"
"Dawn Dancing","London Philharmonic Orchestra","0","451482"
"Tu Quieres Duro","Héctor ""El Father""","0","11136162"
"Petricor","Daniel Hope","0","35946551"
"Girl from the North Country","Johnny Cash","0","134134207"
"In My Life - Remastered 2009","The Beatles","0","266426563"
"Smack My Bitch Up","The Prodigy","0","109366004"
"Every Day Is Exactly The Same","Nine Inch Nails","0","34345200"
"Special K","Placebo","0","26557485"
"Kusura Bakma","Sezen Aksu","0","14949320"
"Don't Worry Baby - Remastered 2001","The Beach Boys","0","98187982"
"Delilah","Tom Jones","0","55661997"
"Beete Lamhein (From ""The Train"")","KK","0","29855245"
"Kidnap The Sandy Claws","Danny Elfman","0","22132201"
"Human (feat. Barns Courtney)","Tom Morello","0","4327317"
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","Amaal Mallik","0","23128326"
"How Deep Is Your Love - Chris Lake Remix","Chris Lake","0","65606889"
"Waves: Calm","Ocean Waves For Sleep","0","45120628"
"Worlds On Fire (with R3HAB & Au/Ra)","Afrojack","0","17009287"
"Se Eu Quiser Falar Com Deus","Gilberto Gil","0","12703254"
"Pedro Y Pablo","Los Tigres Del Norte","0","49122517"
"Crazy What Love Can Do","David Guetta","0","212910249"
"Mop Wit It","Boosie Badazz","0","30370538"
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven","0","135090999"
"Over My Head (Better Off Dead)","Sum 41","0","55746097"
"HeadBand (feat. 2 Chainz)","B.o.B","0","313273991"
"Still Loving You","Scorpions","0","265402285"
"Roadhouse Blues","The Doors","0","212048011"
"The Battle","The Lyndhurst Orchestra","0","23064044"
"In Your Letter","REO Speedwagon","0","5662948"
"Atomic","Blondie","0","48229625"
"Tú Y Yo Somos Uno Mismo","Timbiriche","0","83843609"
"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)","Wu-Tang Clan","0","72694113"
"Frontin' (feat. Jay-Z) - Club Mix","Pharrell Williams","0","114177468"
"Por Qué Te Tengo Que Olvidar?","José Feliciano","0","13051931"
"Bring It On Home to Me","Sam Cooke","0","231818255"
"Respect","Aretha Franklin","0","458908495"
"irreplaceable","Royal Philharmonic Orchestra","0","1896618"
"Find Your Flame","SEGA SOUND TEAM","0","2883810"
"Elder Scrolls – Skyrim: Far Horizons","London Philharmonic Orchestra","0","13279289"
"Take Me There - From ""The Rugrats Movie"" Soundtrack","Mase","0","8443052"
"Temperature's Rising (feat. Crystal Johnson)","Mobb Deep","0","27204459"
"Silent Night - 1999 Remaster","Frank Sinatra","0","42053170"
"En Iniya Pon Nilave Pon","K. J. Yesudas","0","7334520"
"Rolling Ocean Waves","Ocean Sounds","0","168277622"
"Have I Told You Lately - 2008 Remaster","Rod Stewart","0","103721988"
"Forever","Chris Brown","0","349456576"
"Verdade","Zeca Pagodinho","0","11568724"
"half of my hometown (feat. Kenny Chesney)","Kenny Chesney","0","74786744"
"La Borrachera","Los Inquietos Del Norte","0","26174805"
"Ten Thousand Fists","Disturbed","0","92010176"
"Idhuthaanaa","K. S. Chithra","0","3049383"
"Você Não Sabe Voltar - Ao Vivo","Pixote","0","1804705"
"Guilty (feat. Barry Gibb)","Barbra Streisand","0","89046665"
"Si Yo Fuera Él","Cardenales De Nuevo León","0","48805946"
"4 Words","Vedo","0","965045"
"Out of Touch","Daryl Hall & John Oates","0","126442402"
"Quiero Bailar","Ivy Queen","0","180454362"
"Film Favorit","Sheila On 7","0","47581462"
"Xtal","Aphex Twin","0","30915068"
"Mayday (feat. Ninho)","SCH","0","51280201"
"Curandero","El Barrio","0","1120133"
"Wish","Nine Inch Nails","0","14351384"
"Me Name Jr. Gong","Damian Marley","0","19451678"
"Qué de Raro Tiene","Vicente Fernández","0","73322000"
"Por Amarte","Enrique Iglesias","0","60507888"
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)","Wu-Tang Clan","0","330372345"
"Après un rêve, Op. 7, No. 1","Yo-Yo Ma","0","21505063"
"Good Riddance (Time of Your Life)","Green Day","0","493904399"
"Killed by Death","Motörhead","0","34468216"
"Age of Consent - 2015 Remaster","New Order","0","106303754"
"Who'll Stop The Rain","Creedence Clearwater Revival","0","151656881"
"Águas De Março","Antônio Carlos Jobim","0","129664764"
"Sweet Talker","Years & Years","0","48387411"
"Adiós Amor","Conjunto Primavera","0","18161954"
"Keep on Loving You","REO Speedwagon","0","245359052"
"Hey djan","Traditional","0","284443"
"O Leãozinho - Ao Vivo Em São Paulo / 2017","Caetano Veloso","0","23504749"
"Tan Lejos","No Te Va Gustar","0","68447588"
"La Rueda","Frankie Ruiz","0","32148399"
"Selfless","The Strokes","0","90282338"
"N.I.B.","Black Sabbath","0","92512969"
"Ven Bailalo - Reggaeton Mix","Angel Y Khriz","0","251857025"
"Nobody Praying For Me","Seether","0","80060763"
"Captain Jefferson","James Newton Howard","0","2885835"
"Rock The Boat","Aaliyah","0","39067942"
"The Wheat - From ""Gladiator"" Soundtrack","Lisa Gerrard","0","15072141"
"Alpha Zulu","Phoenix","0","7521595"
"Kokomo","The Beach Boys","0","190740870"
"La Suburban Dorada","Los Huracanes del Norte","0","26503271"
"Dia Milikku","Yovie & Nuno","0","20163465"
"Dixieland Delight - Single Edit","Alabama","0","66837753"
"Say Something","Christina Aguilera","0","926130037"
"Almost Doesn't Count","Brandy","0","14207182"
"Miss You Like Crazy","Natalie Cole","0","70371507"
"Yeh Sham Mastani (From ""Kati Patang"")","Kishore Kumar","0","15704349"
"NEYMAR JR","SDM","0","17840713"
"BAND$","Arizona Zervas","0","6616666"
"Voglio vederti danzare - Radio Version","Prezioso","0","24075287"
"Georgy Porgy","TOTO","0","52452407"
"Hier encore","Charles Aznavour","0","52103145"
"Schlechtes Vorbild","Sido","0","100222618"
"The Lost Art Of Keeping A Secret","Queens of the Stone Age","0","40537986"
"Eazy-er Said Than Dunn","Eazy-E","0","16817228"
"Legs - 2008 Remaster","ZZ Top","0","66168260"
"Hallelujah, I Love Her So","Ray Charles","0","93155404"
"Renuévame","Marcos Witt","0","13589579"
"Immigrant Song - Remaster","Led Zeppelin","0","556875980"
"Say Yes","Elliott Smith","0","58457918"
"Wake Me Up Before You Go-Go","Wham!","0","730604626"
"Zero - Remastered 2012","The Smashing Pumpkins","0","96905261"
"All Summer Long","Kid Rock","0","387780639"
"Nothing's Gonna Change My Love for You","George Benson","0","118473483"
"Sonda-me, Usa-me","Aline Barros","0","37038700"
"That's Life","Frank Sinatra","0","212972149"
"Cowboy Song","Thin Lizzy","0","20400865"
"School's Out","Alice Cooper","0","131957102"
"Causa Y Efecto","Paulina Rubio","0","42854323"
"When Legends Rise","Godsmack","0","90104928"
"Angel","Judas Priest","0","18456096"
"Train Wreck","James Arthur","0","576499792"
"Truth","Dwele","0","3433834"
"(I Can't Get No) Satisfaction - Mono Version","The Rolling Stones","0","561632246"
"Déjame Vivir","La Factoria","0","1327463"
"Besharam Rang (From ""Pathaan"")","Shekhar Ravjiani","0","44902959"
"Cracklin' Rosie - Single Version","Neil Diamond","0","80168209"
"Secunda","Jeremy Soule","0","34947837"
"La Banda Del Carro Rojo","Los Tigres Del Norte","0","74157539"
"You Know How We Do It","Ice Cube","0","359031907"
"Total Ya Se Fue","Los Invasores De Nuevo León","0","27576459"
"Saami Saami (From ""Pushpa The Rise Part - 01"")","Devi Sri Prasad","0","35799792"
"One More Time","Daft Punk","0","471747761"
"Summertime","Ella Fitzgerald","0","98732181"
"I'm Your Boogie Man","KC & The Sunshine Band","0","38432495"
"While Shepherds Watched Their Flocks (Desc. by Stephen Cleobury)","Stephen Cleobury","0","2964047"
"Hoy Lo Vi Pasar","Rocío Dúrcal","0","27835408"
"Calm Sea Sounds","Ocean Sounds","0","26550234"
"Mélancolie","Patrick Watson","0","9516698"
"Knucklehead","Grover Washington, Jr.","0","2199555"
"Ripple - 2013 Remaster","Grateful Dead","0","60606116"
"Si Supieras","Wisin & Yandel","0","255001593"
"Stuck With You","Huey Lewis & The News","0","71691772"
"Después de Ti","Leo Mattioli","0","21592968"
"forget me too (feat. Halsey)","Machine Gun Kelly","0","254290993"
"Far Horizons","Jeremy Soule","0","17183261"
"Let's Get Loud","Jennifer Lopez","0","269026531"
"Rockin' Bones","The Cramps","0","1514154"
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3","Lang Lang","0","30172189"
"Still Crazy After All These Years","Paul Simon","0","39541367"
"Cool Yule","Louis Armstrong","0","60505094"
"Cardigan","Don Toliver","0","171091255"
"North Memphis","Project Pat","0","5809633"
"Dumb","Nirvana","0","148020199"
"Pony","Ginuwine","84190231","412886790"
"Mi?o?? na sprzeda?","Pezet","0","3153633"
"Se Te Ve la Tanga","Damas Gratis","0","26749794"
"Dangerous","Roxette","0","48489864"
"Pitseleh","Elliott Smith","0","15010821"
"Back on the Chain Gang - 2007 Remaster","Pretenders","0","77676515"
"Break on Through (To the Other Side)","The Doors","0","242648718"
"Shakedown Street - 2013 Remaster","Grateful Dead","0","33931265"
"La Ladrona","Diego Verdaguer","0","53682345"
"Mary Jane (All Night Long)","Mary J. Blige","0","45961473"
"Name","The Goo Goo Dolls","0","109728011"
"Iglesia","Lilly Goodman","0","24578876"
"It Wasn't Me","Shaggy","11910849","787544363"
"She's Got It All","Kenny Chesney","0","49755395"
"Y Que","Inspector","0","85207479"
"Whole Heart (Hold Me Now) - Live","Hillsong UNITED","0","77516908"
"La Enorme Distancia","José Alfredo Jimenez","0","7721016"
"El Recuento de los Daños","Gloria Trevi","0","82017541"
"Solomon HWV 67 / Act 3: The Arrival Of The Queen Of Sheba","Academy of St. Martin in the Fields","0","4570852"
"Pehla Pehla Pyar","S. P. Balasubrahmanyam","0","3591746"
"A Catalogue of Afternoons","Max Richter","0","74484448"
"Chickenhead (feat. Three 6 Mafia & La Chat)","Project Pat","0","19037011"
"Uprising","Muse","0","496116359"
"I Was A Teenage Werewolf - Remastered","The Cramps","0","15148212"
"The Rockafeller Skank - Short Edit","Fatboy Slim","0","32896416"
"Burning Love - with The Royal Philharmonic Orchestra","Royal Philharmonic Orchestra","0","18084224"
"I'm a Ram","Al Green","0","16921524"
"The Kill","Thirty Seconds To Mars","0","419308197"
"Puede Ser (with Amaia Montero)","El Canto Del Loco","0","40209501"
"1982","Randy Travis","0","10224638"
"Black Magic Woman / Gypsy Queen","Santana","0","40146516"
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude","Johann Sebastian Bach","0","36303881"
"Creep","TLC","0","151814181"
"Where The Green Grass Grows","Tim McGraw","0","96030260"
"For The First Time","Darius Rucker","0","82271085"
"Jars","Chevelle","0","30220885"
"Mi Piquito De Oro","Ramon Ayala Y Sus Bravos Del Norte","0","28617246"
"Regresando","Banda Pequeños Musical","0","12555486"
"America","First Aid Kit","0","30150996"
"Days To Come","Bonobo","0","17100584"
"The Four Seasons - Summer in G Minor, RV. 315: III. Presto","Antonio Vivaldi","0","37534381"
"Hate It Or Love It","The Game","0","444401356"
"I Need My Girl","The National","0","141126079"
"Sympathy","The Goo Goo Dolls","0","71868619"
"Cause We've Ended as Lovers","Jeff Beck","0","25335747"
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso","Wiener Philharmoniker","0","19481743"
"Beautiful Girl","Luciano","0","131486648"
"Gnossienne No. 1 (Arr. Kleynjans)","Erik Satie","0","21999018"
"Vaqueiro Também Ama","Raí Saia Rodada","0","534574"
"Tú Sí Sabes Quererme","Rubén Blades","0","8591388"
"At The Cross (Love Ran Red)","Chris Tomlin","0","44001143"
"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)","Johann Sebastian Bach","0","6521841"
"Bother","Stone Sour","0","106703720"
"Oyunbozan","mor ve ötesi","0","47375259"
"Cigarettes and Coffee","Otis Redding","0","55754683"
"Heaven's On Fire","KISS","0","139898583"
"Into The Great Wide Open","Tom Petty and the Heartbreakers","0","36933648"
"Óculos","Os Paralamas Do Sucesso","0","27589545"
"Tú Con Él","Frankie Ruiz","0","153125767"
"Para Amarnos Más","Mijares","0","138711251"
"The Warrior's Code","Dropkick Murphys","0","27030083"
"I Dream of Chrome","Germ","0","10462306"
"Home Sweet Home","Mötley Crüe","0","181109214"
"Sigo aquí (Treasure Planet) (Tema principal de la B.S.O. El planeta del tesoro)","Alex Ubago","0","28825482"
"Hasta la Raíz","Natalia Lafourcade","0","429544720"
"She's Lost Control - 2007 Remaster","Joy Division","0","49416451"
"Dos en la ciudad","Fito Paez","0","23354589"
"Ay Haiti!","Marta Sánchez","0","61921081"
"We Are The World - Live","Gloria Estefan","0","48806476"
"Thank You Lord (feat. Thomas Rhett & Florida Georgia Line)","Chris Tomlin","0","25267710"
"Sangre de indio","Banda Machos","0","11460770"
"END OF LIFE","Kingpin Skinny Pimp","0","6366882"
"Mountain Music","Alabama","0","66359005"
"A Second to Midnight","Kylie Minogue","0","25030661"
"My Mustang Ford","Chuck Berry","0","1999539"
"Mariposa Traicionera","Alejandro Fernández","0","48090397"
"Both of Us (feat. Taylor Swift)","B.o.B","0","64916811"
"Hong Kong","Andrés Calamaro","0","26421597"
"She's A Lady","Tom Jones","0","67335371"
"Orbits","Daniel Hope","0","10805040"
"Just","Radiohead","0","88945336"
"Anugerah Terindah Yang Pernah Kumiliki","Sheila On 7","0","45101248"
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14a, Pas de deux. Andante maestoso","Berliner Philharmoniker","0","14647125"
"Good Song","Blur","0","9386790"
"What's Love Got to Do with It","Tina Turner","0","208328272"
"Hold On","Kansas","0","3633526"
"Happy - From ""Despicable Me 2""","Pharrell Williams","0","1143833476"
"Lost","Dino James","0","6945187"
"La Media Vuelta","Julio Iglesias","0","18235057"
"Vivir Así Es Morir de Amor","Panteon Rococo","0","12688304"
"No Seas Tan Cruel","Timbiriche","0","13971247"
"Shimmy Shimmy Ya","Ol' Dirty Bastard","0","128068048"
"Perdóname","Camilo Sesto","0","53076174"
"Highwayman","Willie Nelson","0","193343622"
"Fuego en el Fuego","Eros Ramazzotti","0","33460667"
"Chega de Saudade","João Gilberto","0","56881941"
"Come On, Come On","Smash Mouth","0","6102890"
"Drip Too Hard (Lil Baby & Gunna)","Gunna","0","1131137257"
"Be Good Johnny","Men At Work","0","12305120"
"Living After Midnight","Judas Priest","0","88071504"
"Weird Goodbyes (feat. Bon Iver)","The National","0","11320515"
"Hard Workin' Man","Brooks & Dunn","0","36597993"
"Solar System","Sub Focus","0","44491670"
"Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","Cedric Gervais","0","560385824"
"Your Precious Love","Tammi Terrell","0","19428140"
"Só Hoje","Jota Quest","0","62993670"
